"Forest","District","RAWS_station","day_of_yr","snow_flag","date","prop_inRx","prop_BD","prop_PL","prop_BW"
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","08-Jan","no",2020-01-08,0.125,0.375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","08-Jan","yes",2020-01-08,0.0625,0.375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","08-Jan","no",2020-01-08,0.263157894736842,0.368421052631579,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","08-Jan","yes",2020-01-08,0.0555555555555556,0.388888888888889,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","08-Jan","no",2020-01-08,0.0952380952380952,0.428571428571429,1,0.0476190476190476
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","08-Jan","yes",2020-01-08,0.0952380952380952,0.428571428571429,1,0.0476190476190476
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","08-Jan","no",2020-01-08,0,0.333333333333333,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","08-Jan","yes",2020-01-08,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","08-Jan","no",2020-01-08,0.105263157894737,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","08-Jan","yes",2020-01-08,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","08-Jan","no",2020-01-08,0.263157894736842,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","08-Jan","yes",2020-01-08,0.0555555555555556,0.388888888888889,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","08-Jan","no",2020-01-08,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","08-Jan","yes",2020-01-08,0,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","08-Jan","no",2020-01-08,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","08-Jan","yes",2020-01-08,0,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","08-Jan","no",2020-01-08,0.157894736842105,0.421052631578947,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","08-Jan","yes",2020-01-08,0.105263157894737,0.421052631578947,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","08-Jan","no",2020-01-08,0.15,0.428571428571429,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","08-Jan","yes",2020-01-08,0.1,0.428571428571429,1,0
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","08-Jan","no",2020-01-08,0.619047619047619,0.523809523809524,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","09-Jan","no",2020-01-09,0.222222222222222,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Goosenest Ranger District","Juanita","09-Jan","yes",2020-01-09,0.111111111111111,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","09-Jan","no",2020-01-09,0.238095238095238,0.428571428571429,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","09-Jan","yes",2020-01-09,0.0476190476190476,0.428571428571429,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","09-Jan","no",2020-01-09,0,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","09-Jan","yes",2020-01-09,0,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","09-Jan","no",2020-01-09,0.1875,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","09-Jan","yes",2020-01-09,0.0625,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","09-Jan","no",2020-01-09,0.263157894736842,0.368421052631579,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","09-Jan","yes",2020-01-09,0.111111111111111,0.388888888888889,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","09-Jan","no",2020-01-09,0.0952380952380952,0.428571428571429,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","09-Jan","yes",2020-01-09,0.0476190476190476,0.428571428571429,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","09-Jan","no",2020-01-09,0,0.4375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","09-Jan","yes",2020-01-09,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","09-Jan","no",2020-01-09,0.157894736842105,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","09-Jan","yes",2020-01-09,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","09-Jan","no",2020-01-09,0.263157894736842,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","09-Jan","yes",2020-01-09,0.111111111111111,0.388888888888889,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","09-Jan","no",2020-01-09,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","09-Jan","yes",2020-01-09,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","09-Jan","no",2020-01-09,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","09-Jan","yes",2020-01-09,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","09-Jan","no",2020-01-09,0.0526315789473684,0.421052631578947,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","09-Jan","yes",2020-01-09,0,0.421052631578947,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","09-Jan","no",2020-01-09,0.157894736842105,0.428571428571429,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","09-Jan","yes",2020-01-09,0.105263157894737,0.428571428571429,1,0
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","09-Jan","no",2020-01-09,0.428571428571429,0.476190476190476,1,0.142857142857143
"Klamath National Forest","Goosenest Ranger District","Juanita","10-Jan","no",2020-01-10,0.117647058823529,0.411764705882353,1,0
"Klamath National Forest","Goosenest Ranger District","Juanita","10-Jan","yes",2020-01-10,0,0.411764705882353,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","10-Jan","no",2020-01-10,0.238095238095238,0.428571428571429,1,0.0476190476190476
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","10-Jan","yes",2020-01-10,0.142857142857143,0.428571428571429,1,0.0476190476190476
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","10-Jan","no",2020-01-10,0,0.272727272727273,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","10-Jan","yes",2020-01-10,0,0.272727272727273,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","10-Jan","no",2020-01-10,0.0625,0.4375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","10-Jan","yes",2020-01-10,0,0.4375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","10-Jan","no",2020-01-10,0.105263157894737,0.368421052631579,1,0.0526315789473684
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","10-Jan","yes",2020-01-10,0.0555555555555556,0.333333333333333,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","10-Jan","no",2020-01-10,0.19047619047619,0.428571428571429,1,0.0476190476190476
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","10-Jan","yes",2020-01-10,0.0476190476190476,0.428571428571429,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","10-Jan","no",2020-01-10,0.125,0.375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","10-Jan","yes",2020-01-10,0,0.375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","10-Jan","no",2020-01-10,0.105263157894737,0.368421052631579,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","10-Jan","yes",2020-01-10,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","10-Jan","no",2020-01-10,0.105263157894737,0.368421052631579,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","10-Jan","yes",2020-01-10,0.0555555555555556,0.333333333333333,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","10-Jan","no",2020-01-10,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","10-Jan","yes",2020-01-10,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","10-Jan","no",2020-01-10,0.125,0.375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","10-Jan","yes",2020-01-10,0,0.375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","10-Jan","no",2020-01-10,0.105263157894737,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","10-Jan","yes",2020-01-10,0.0526315789473684,0.368421052631579,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","10-Jan","no",2020-01-10,0.19047619047619,0.380952380952381,1,0.0476190476190476
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","10-Jan","yes",2020-01-10,0.0952380952380952,0.380952380952381,1,0
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","10-Jan","no",2020-01-10,0.619047619047619,0.523809523809524,1,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Juanita","11-Jan","no",2020-01-11,0.176470588235294,0.529411764705882,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Juanita","11-Jan","yes",2020-01-11,0,0.529411764705882,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","11-Jan","no",2020-01-11,0.333333333333333,0.476190476190476,1,0.142857142857143
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","11-Jan","yes",2020-01-11,0.0476190476190476,0.476190476190476,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","11-Jan","no",2020-01-11,0,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","11-Jan","yes",2020-01-11,0,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","11-Jan","no",2020-01-11,0.133333333333333,0.466666666666667,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","11-Jan","yes",2020-01-11,0,0.466666666666667,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","11-Jan","no",2020-01-11,0.157894736842105,0.421052631578947,1,0.105263157894737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","11-Jan","yes",2020-01-11,0.111111111111111,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","11-Jan","no",2020-01-11,0.1,0.476190476190476,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","11-Jan","yes",2020-01-11,0.05,0.476190476190476,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","11-Jan","no",2020-01-11,0,0.4375,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","11-Jan","yes",2020-01-11,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","11-Jan","no",2020-01-11,0.105263157894737,0.421052631578947,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","11-Jan","yes",2020-01-11,0.0526315789473684,0.421052631578947,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","11-Jan","no",2020-01-11,0.157894736842105,0.421052631578947,1,0.105263157894737
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","11-Jan","yes",2020-01-11,0.111111111111111,0.444444444444444,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","11-Jan","no",2020-01-11,0.105263157894737,0.473684210526316,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","11-Jan","yes",2020-01-11,0.0526315789473684,0.473684210526316,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","11-Jan","no",2020-01-11,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","11-Jan","yes",2020-01-11,0,0.4375,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","11-Jan","no",2020-01-11,0.263157894736842,0.473684210526316,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","11-Jan","yes",2020-01-11,0.0526315789473684,0.473684210526316,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","11-Jan","no",2020-01-11,0.238095238095238,0.523809523809524,1,0.0952380952380952
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","11-Jan","yes",2020-01-11,0.0952380952380952,0.523809523809524,1,0.0476190476190476
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","11-Jan","no",2020-01-11,0.523809523809524,0.571428571428571,1,0.238095238095238
"Klamath National Forest","Goosenest Ranger District","Juanita","12-Jan","no",2020-01-12,0.176470588235294,0.529411764705882,1,0.176470588235294
"Klamath National Forest","Goosenest Ranger District","Juanita","12-Jan","yes",2020-01-12,0,0.529411764705882,1,0
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","12-Jan","no",2020-01-12,0.428571428571429,0.523809523809524,1,0.19047619047619
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","12-Jan","yes",2020-01-12,0.0476190476190476,0.523809523809524,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","12-Jan","no",2020-01-12,0.0909090909090909,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","12-Jan","yes",2020-01-12,0.0909090909090909,0.454545454545455,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","12-Jan","no",2020-01-12,0.25,0.5,1,0.1875
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","12-Jan","yes",2020-01-12,0.0625,0.5,1,0.0625
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","12-Jan","no",2020-01-12,0.315789473684211,0.473684210526316,1,0.105263157894737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","12-Jan","yes",2020-01-12,0.111111111111111,0.5,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","12-Jan","no",2020-01-12,0.142857142857143,0.523809523809524,1,0.0476190476190476
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","12-Jan","yes",2020-01-12,0.0952380952380952,0.523809523809524,1,0
